acct_id,person_id,platform,username,display_name,email,type,department,title,manager_id,hr_status,status,last_login,dormancy_days,mfa_enabled,is_admin,created_at
acct-git-ID-0040-facec5,ID-0040,github,caseyj90,Casey Jones,brianromero@example.org,human,Security,SOC Analyst,ID-0028,active,active,2026-05-29T12:44:11.753005,22,True,True,2026-05-20T12:44:11.753005
acct-aws-ID-0040-2fbde2,ID-0040,aws_iam,cjones,Casey Jones,brianromero@example.org,human,Security,SOC Analyst,ID-0028,active,active,2026-05-23T03:44:11.753005,28,False,True,2025-05-17T12:44:11.753005
acct-act-ID-0041-64a614,ID-0041,active_directory,john.wheeler,John Wheeler,richarddavid@example.net,human,Marketing,Marketing Manager,ID-0024,active,active,2026-06-09T16:44:11.753005,10,True,True,2026-03-13T12:44:11.753005
acct-git-ID-0041-897e2b,ID-0041,github,johnw23,John Wheeler,richarddavid@example.net,human,Marketing,Marketing Manager,ID-0024,active,active,2026-05-26T16:44:11.753005,24,True,True,2025-05-26T12:44:11.753005
acct-aws-ID-0041-f2bd86,ID-0041,aws_iam,jwheeler,John Wheeler,richarddavid@example.net,human,Marketing,Marketing Manager,ID-0024,active,active,2026-05-22T06:44:11.753005,29,True,True,2026-03-18T12:44:11.753005
acct-okt-ID-0042-3002e4,ID-0042,okta,leslie.green,Leslie Green,barnesbrandy@example.net,human,Engineering,Senior Engineer,ID-0002,active,active,2026-05-31T07:44:11.753005,20,True,True,2025-08-02T12:44:11.753005
acct-git-ID-0042-256753,ID-0042,github,leslieg52,Leslie Green,barnesbrandy@example.net,human,Engineering,Senior Engineer,ID-0002,active,active,2026-06-08T20:44:11.753005,11,True,True,2025-02-25T12:44:11.753005
acct-sal-ID-0042-a5dd4e,ID-0042,salesforce,leslie.green,Leslie Green,barnesbrandy@example.net,human,Engineering,Senior Engineer,ID-0002,active,active,2026-05-30T07:44:11.753005,21,True,True,2025-08-21T12:44:11.753005
acct-okt-ID-0043-1b3137,ID-0043,okta,debbie.bryant,Debbie Bryant,john62@example.net,human,IT Operations,IT Admin,ID-0034,active,active,2026-06-06T12:44:11.753005,14,True,True,2024-09-11T12:44:11.753005
acct-act-ID-0043-d01c5e,ID-0043,active_directory,debbie.bryant,Debbie Bryant,john62@example.net,human,IT Operations,IT Admin,ID-0034,active,active,2026-06-05T12:44:11.753005,15,True,True,2024-08-30T12:44:11.753005
acct-git-ID-0043-87ca02,ID-0043,github,debbieb17,Debbie Bryant,john62@example.net,human,IT Operations,IT Admin,ID-0034,active,active,2026-06-17T07:44:11.753005,3,True,True,2025-12-26T12:44:11.753005
acct-okt-ID-0044-00d7e6,ID-0044,okta,wendy.jones,Wendy Jones,smithchristine@example.net,human,Security,Security Analyst,ID-0015,active,active,2026-05-25T16:44:11.753005,25,True,True,2025-02-21T12:44:11.753005
acct-sal-ID-0044-6bee4b,ID-0044,salesforce,wendy.jones,Wendy Jones,smithchristine@example.net,human,Security,Security Analyst,ID-0015,active,active,2026-06-03T12:44:11.753005,17,True,True,2026-04-25T12:44:11.753005
acct-aws-ID-0044-087218,ID-0044,aws_iam,wjones,Wendy Jones,smithchristine@example.net,human,Security,Security Analyst,ID-0015,active,active,2026-06-15T11:44:11.753005,5,True,True,2024-09-02T12:44:11.753005
acct-act-ID-0044-a48158,ID-0044,active_directory,wendy.jones,Wendy Jones,smithchristine@example.net,human,Security,Security Analyst,ID-0015,active,active,2026-06-14T17:44:11.753005,5,True,True,2026-02-21T12:44:11.753005
acct-aws-ID-0045-3472a2,ID-0045,aws_iam,nsuarez,Nicole Suarez,williamanderson@example.com,human,DevOps,Platform Engineer,ID-0019,active,active,2026-05-29T19:44:11.753005,21,True,True,2025-12-30T12:44:11.753005
acct-okt-ID-0045-391d1a,ID-0045,okta,nicole.suarez,Nicole Suarez,williamanderson@example.com,human,DevOps,Platform Engineer,ID-0019,active,active,2026-06-05T02:44:11.753005,15,True,True,2024-09-02T12:44:11.753005
acct-act-ID-0046-f73243,ID-0046,active_directory,kevin.riggs,Kevin Riggs,justin78@example.net,human,Marketing,Growth Engineer,ID-0026,active,active,2026-06-01T07:44:11.753005,19,True,True,2024-11-03T12:44:11.753005
acct-aws-ID-0046-bf6b0f,ID-0046,aws_iam,kriggs,Kevin Riggs,justin78@example.net,human,Marketing,Growth Engineer,ID-0026,active,active,2026-06-18T03:44:11.753005,2,True,True,2025-12-07T12:44:11.753005
acct-git-ID-0046-3dd368,ID-0046,github,kevinr46,Kevin Riggs,justin78@example.net,human,Marketing,Growth Engineer,ID-0026,active,active,2026-06-17T03:44:11.753005,3,True,True,2026-01-13T12:44:11.753005
acct-sal-ID-0046-9a4ba6,ID-0046,salesforce,kevin.riggs,Kevin Riggs,justin78@example.net,human,Marketing,Growth Engineer,ID-0026,active,active,2026-06-16T12:44:11.753005,4,True,True,2024-07-16T12:44:11.753005
acct-sal-ID-0047-f714ad,ID-0047,salesforce,dale.humphrey,Dale Humphrey,contrerasangela@example.net,human,Engineering,Software Engineer,ID-0002,active,active,2026-05-27T02:44:11.753005,24,True,True,2024-08-17T12:44:11.753005
acct-okt-ID-0047-d3b4bb,ID-0047,okta,dale.humphrey,Dale Humphrey,contrerasangela@example.net,human,Engineering,Software Engineer,ID-0002,active,active,2026-05-22T06:44:11.753005,29,True,True,2026-03-21T12:44:11.753005
acct-git-ID-0047-bfafdc,ID-0047,github,daleh36,Dale Humphrey,contrerasangela@example.net,human,Engineering,Software Engineer,ID-0002,active,active,2026-06-05T23:44:11.753005,14,True,True,2025-06-02T12:44:11.753005
acct-act-ID-0047-c8c9d4,ID-0047,active_directory,dale.humphrey,Dale Humphrey,contrerasangela@example.net,human,Engineering,Software Engineer,ID-0002,active,active,2026-05-27T12:44:11.753005,24,True,True,2026-01-16T12:44:11.753005
acct-git-ID-0048-14cd96,ID-0048,github,josephj83,Joseph Jacobs,darrell18@example.org,human,Engineering,Staff Engineer,ID-0024,active,active,2026-06-07T03:44:11.753005,13,True,True,2024-12-10T12:44:11.753005
acct-aws-ID-0048-dfa635,ID-0048,aws_iam,jjacobs,Joseph Jacobs,darrell18@example.org,human,Engineering,Staff Engineer,ID-0024,active,active,2026-06-19T12:44:11.753005,1,True,True,2025-09-17T12:44:11.753005
acct-act-ID-0048-c5fa21,ID-0048,active_directory,joseph.jacobs,Joseph Jacobs,darrell18@example.org,human,Engineering,Staff Engineer,ID-0024,active,active,2026-06-08T11:44:11.753005,12,True,True,2026-01-31T12:44:11.753005
acct-sal-ID-0048-5dd9ef,ID-0048,salesforce,joseph.jacobs,Joseph Jacobs,darrell18@example.org,human,Engineering,Staff Engineer,ID-0024,active,active,2026-06-18T13:44:11.753005,1,True,True,2024-10-23T12:44:11.753005
acct-sal-ID-0049-380be1,ID-0049,salesforce,john.odonnell,John Odonnell,james48@example.com,human,DevOps,Infrastructure Lead,ID-0032,active,active,2026-05-22T11:44:11.753005,29,True,True,2025-04-13T12:44:11.753005
acct-okt-ID-0049-0c6f77,ID-0049,okta,john.odonnell,John Odonnell,james48@example.com,human,DevOps,Infrastructure Lead,ID-0032,active,active,2026-06-04T21:44:11.753005,15,True,True,2024-12-16T12:44:11.753005
acct-git-ID-0049-d1011a,ID-0049,github,johno14,John Odonnell,james48@example.com,human,DevOps,Infrastructure Lead,ID-0032,active,active,2026-06-14T15:44:11.753005,5,True,True,2024-09-08T12:44:11.753005
acct-okt-ID-0050-06802e,ID-0050,okta,bradley.cook,Bradley Cook,davisrodney@example.com,human,HR,HR Specialist,ID-0025,active,active,2026-05-27T11:44:11.753005,24,True,True,2025-06-16T12:44:11.753005
acct-sal-ID-0050-021c7d,ID-0050,salesforce,bradley.cook,Bradley Cook,davisrodney@example.com,human,HR,HR Specialist,ID-0025,active,active,2026-05-22T03:44:11.753005,29,True,True,2024-10-07T12:44:11.753005
acct-git-ID-0050-e4fe84,ID-0050,github,bradleyc77,Bradley Cook,davisrodney@example.com,human,HR,HR Specialist,ID-0025,active,active,2026-05-24T15:44:11.753005,26,True,True,2026-04-19T12:44:11.753005
acct-aws-ID-0050-1e4768,ID-0050,aws_iam,bcook,Bradley Cook,davisrodney@example.com,human,HR,HR Specialist,ID-0025,active,active,2026-06-12T08:44:11.753005,8,True,True,2025-12-17T12:44:11.753005
acct-act-ID-0051-3f6e9a,ID-0051,active_directory,scott.thornton,Scott Thornton,danagreen@example.net,human,IT Operations,Help Desk,ID-0047,active,active,2026-05-27T13:44:11.753005,23,True,True,2025-07-04T12:44:11.753005
acct-aws-ID-0051-9a1c3c,ID-0051,aws_iam,sthornton,Scott Thornton,danagreen@example.net,human,IT Operations,Help Desk,ID-0047,active,active,2026-06-05T09:44:11.753005,15,True,True,2025-09-11T12:44:11.753005
acct-okt-ID-0051-b7f7d5,ID-0051,okta,scott.thornton,Scott Thornton,danagreen@example.net,human,IT Operations,Help Desk,ID-0047,active,active,2026-06-11T15:44:11.753005,8,True,True,2025-05-29T12:44:11.753005
acct-sal-ID-0051-0d0d28,ID-0051,salesforce,scott.thornton,Scott Thornton,danagreen@example.net,human,IT Operations,Help Desk,ID-0047,active,active,2026-05-22T15:44:11.753005,28,True,True,2025-12-23T12:44:11.753005
acct-aws-ID-0052-9d9ad7,ID-0052,aws_iam,rgardner,Rebecca Gardner,rodriguezsierra@example.net,human,Legal,Compliance Manager,ID-0047,active,active,2026-06-08T22:44:11.753005,11,True,True,2024-08-29T12:44:11.753005
acct-sal-ID-0052-1bfb29,ID-0052,salesforce,rebecca.gardner,Rebecca Gardner,rodriguezsierra@example.net,human,Legal,Compliance Manager,ID-0047,active,active,2026-05-28T20:44:11.753005,22,True,True,2025-03-24T12:44:11.753005
acct-okt-ID-0052-8d118b,ID-0052,okta,rebecca.gardner,Rebecca Gardner,rodriguezsierra@example.net,human,Legal,Compliance Manager,ID-0047,active,active,2026-06-20T06:44:11.753005,0,True,True,2024-07-22T12:44:11.753005
acct-act-ID-0053-37c0f3,ID-0053,active_directory,bobby.diaz,Bobby Diaz,brandi26@example.org,human,Product,Senior PM,ID-0020,terminated,active,2026-05-27T00:44:11.753005,24,True,True,2025-11-22T12:44:11.753005
acct-sal-ID-0053-c9688c,ID-0053,salesforce,bobby.diaz,Bobby Diaz,brandi26@example.org,human,Product,Senior PM,ID-0020,terminated,active,2026-06-08T03:44:11.753005,12,True,True,2024-10-17T12:44:11.753005
acct-okt-ID-0053-459f25,ID-0053,okta,bobby.diaz,Bobby Diaz,brandi26@example.org,human,Product,Senior PM,ID-0020,terminated,active,2026-06-01T02:44:11.753005,19,True,True,2024-12-21T12:44:11.753005
acct-act-ID-0054-919855,ID-0054,active_directory,elizabeth.gomez,Elizabeth Gomez,nolanjason@example.org,human,Legal,Compliance Manager,ID-0045,active,active,2026-06-07T21:44:11.753005,12,True,True,2025-03-10T12:44:11.753005
acct-okt-ID-0054-bba105,ID-0054,okta,elizabeth.gomez,Elizabeth Gomez,nolanjason@example.org,human,Legal,Compliance Manager,ID-0045,active,active,2026-06-12T14:44:11.753005,7,True,True,2026-05-15T12:44:11.753005
acct-sal-ID-0055-888789,ID-0055,salesforce,sara.young,Sara Young,vdickson@example.org,human,HR,HR Manager,ID-0037,active,active,2026-05-21T22:44:11.753005,29,True,True,2026-01-20T12:44:11.753005
acct-act-ID-0055-b8586d,ID-0055,active_directory,sara.young,Sara Young,vdickson@example.org,human,HR,HR Manager,ID-0037,active,active,2026-05-22T05:44:11.753005,29,True,True,2025-05-10T12:44:11.753005
acct-aws-ID-0055-e17c8e,ID-0055,aws_iam,syoung,Sara Young,vdickson@example.org,human,HR,HR Manager,ID-0037,active,active,2026-06-01T02:44:11.753005,19,True,True,2024-11-17T12:44:11.753005
acct-okt-ID-0055-201c54,ID-0055,okta,sara.young,Sara Young,vdickson@example.org,human,HR,HR Manager,ID-0037,active,active,2026-06-17T00:44:11.753005,3,True,True,2026-03-03T12:44:11.753005
acct-aws-ID-0056-2edef2,ID-0056,aws_iam,adoyle,Angel Doyle,theresacochran@example.com,human,Marketing,Marketing Manager,ID-0036,terminated,active,2026-06-15T12:44:11.753005,5,False,True,2025-01-06T12:44:11.753005
acct-sal-ID-0056-3deb5c,ID-0056,salesforce,angel.doyle,Angel Doyle,theresacochran@example.com,human,Marketing,Marketing Manager,ID-0036,terminated,active,2026-06-18T03:44:11.753005,2,True,True,2025-03-22T12:44:11.753005
acct-git-ID-0056-cb170d,ID-0056,github,angeld69,Angel Doyle,theresacochran@example.com,human,Marketing,Marketing Manager,ID-0036,terminated,active,2026-05-22T19:44:11.753005,28,True,True,2026-05-18T12:44:11.753005
acct-okt-ID-0056-2df2d0,ID-0056,okta,angel.doyle,Angel Doyle,theresacochran@example.com,human,Marketing,Marketing Manager,ID-0036,terminated,active,2026-06-05T19:44:11.753005,14,True,True,2026-03-21T12:44:11.753005
acct-aws-ID-0057-e53c79,ID-0057,aws_iam,ehaynes,Erik Haynes,kimberly63@example.com,human,Engineering,Staff Engineer,ID-0026,active,active,2026-06-04T12:44:11.753005,16,True,True,2026-02-28T12:44:11.753005
acct-git-ID-0057-283220,ID-0057,github,erikh93,Erik Haynes,kimberly63@example.com,human,Engineering,Staff Engineer,ID-0026,active,active,2026-06-05T15:44:11.753005,14,False,True,2024-11-26T12:44:11.753005
acct-sal-ID-0058-8bae80,ID-0058,salesforce,james.sellers,James Sellers,ebrennan@example.org,human,Engineering,Staff Engineer,ID-0029,active,active,2026-06-10T16:44:11.753005,9,True,True,2025-08-12T12:44:11.753005
acct-git-ID-0058-748e1d,ID-0058,github,jamess63,James Sellers,ebrennan@example.org,human,Engineering,Staff Engineer,ID-0029,active,active,2026-05-25T06:44:11.753005,26,False,True,2026-03-14T12:44:11.753005
acct-okt-ID-0058-8bf007,ID-0058,okta,james.sellers,James Sellers,ebrennan@example.org,human,Engineering,Staff Engineer,ID-0029,active,active,2026-05-25T23:44:11.753005,25,True,True,2025-04-05T12:44:11.753005
acct-aws-ID-0058-9446b8,ID-0058,aws_iam,jsellers,James Sellers,ebrennan@example.org,human,Engineering,Staff Engineer,ID-0029,active,active,2026-05-30T00:44:11.753005,21,True,True,2025-06-29T12:44:11.753005
acct-sal-ID-0059-091531,ID-0059,salesforce,donna.ross,Donna Ross,kevin33@example.org,human,Product,Senior PM,ID-0056,active,active,2026-06-02T20:44:11.753005,17,True,True,2024-09-23T12:44:11.753005
acct-aws-ID-0059-febdbf,ID-0059,aws_iam,dross,Donna Ross,kevin33@example.org,human,Product,Senior PM,ID-0056,active,active,2026-06-02T06:44:11.753005,18,True,True,2024-08-01T12:44:11.753005
acct-git-ID-0060-91a201,ID-0060,github,williamf70,William Frazier,michelle45@example.net,human,Finance,Controller,ID-0009,active,active,2026-06-10T05:44:11.753005,10,True,True,2025-02-01T12:44:11.753005
acct-aws-ID-0060-5a51c4,ID-0060,aws_iam,wfrazier,William Frazier,michelle45@example.net,human,Finance,Controller,ID-0009,active,active,2026-05-27T17:44:11.753005,23,True,True,2025-09-15T12:44:11.753005
acct-okt-ID-0060-8407c2,ID-0060,okta,william.frazier,William Frazier,michelle45@example.net,human,Finance,Controller,ID-0009,active,active,2026-06-17T03:44:11.753005,3,False,True,2025-11-07T12:44:11.753005
acct-aws-ID-0061-3bf660,ID-0061,aws_iam,bterrell,Beverly Terrell,sheila14@example.org,human,IT Operations,IT Admin,ID-0055,active,active,2026-05-31T01:44:11.753005,20,True,True,2025-10-17T12:44:11.753005
acct-sal-ID-0061-dc700a,ID-0061,salesforce,beverly.terrell,Beverly Terrell,sheila14@example.org,human,IT Operations,IT Admin,ID-0055,active,active,2026-05-21T19:44:11.753005,29,True,True,2025-06-26T12:44:11.753005
acct-sal-ID-0062-2b2b69,ID-0062,salesforce,kristin.graham,Kristin Graham,rodriguezryan@example.net,human,HR,HR Manager,ID-0016,active,active,2026-06-16T07:44:11.753005,4,True,True,2025-07-05T12:44:11.753005
acct-git-ID-0062-e49c3f,ID-0062,github,kristing12,Kristin Graham,rodriguezryan@example.net,human,HR,HR Manager,ID-0016,active,active,2026-06-09T08:44:11.753005,11,True,True,2025-06-18T12:44:11.753005
acct-aws-ID-0062-a6d8bf,ID-0062,aws_iam,kgraham,Kristin Graham,rodriguezryan@example.net,human,HR,HR Manager,ID-0016,active,active,2026-05-28T00:44:11.753005,23,True,True,2024-08-02T12:44:11.753005
acct-act-ID-0063-58572e,ID-0063,active_directory,bradley.graham,Bradley Graham,cruzbarbara@example.com,human,Security,SOC Analyst,ID-0011,active,active,2026-06-20T05:44:11.753005,0,True,True,2026-03-13T12:44:11.753005
acct-sal-ID-0063-57db8f,ID-0063,salesforce,bradley.graham,Bradley Graham,cruzbarbara@example.com,human,Security,SOC Analyst,ID-0011,active,active,2026-05-29T22:44:11.753005,21,True,True,2024-08-06T12:44:11.753005
acct-git-ID-0063-da93e7,ID-0063,github,bradleyg72,Bradley Graham,cruzbarbara@example.com,human,Security,SOC Analyst,ID-0011,active,active,2026-06-19T19:44:11.753005,0,True,True,2024-11-25T12:44:11.753005
acct-okt-ID-0063-76f704,ID-0063,okta,bradley.graham,Bradley Graham,cruzbarbara@example.com,human,Security,SOC Analyst,ID-0011,active,active,2026-05-21T17:44:11.753005,29,True,True,2026-02-12T12:44:11.753005
acct-git-ID-0064-84cba5,ID-0064,github,samanthah61,Samantha Hanson,michaeljones@example.net,human,Marketing,Growth Engineer,ID-0045,active,active,2026-05-31T21:44:11.753005,19,True,True,2026-02-28T12:44:11.753005
acct-act-ID-0064-8671f1,ID-0064,active_directory,samantha.hanson,Samantha Hanson,michaeljones@example.net,human,Marketing,Growth Engineer,ID-0045,active,active,2026-06-04T07:44:11.753005,16,False,True,2025-11-27T12:44:11.753005
acct-aws-ID-0064-e27d3a,ID-0064,aws_iam,shanson,Samantha Hanson,michaeljones@example.net,human,Marketing,Growth Engineer,ID-0045,active,active,2026-06-16T10:44:11.753005,4,True,True,2025-10-17T12:44:11.753005
acct-okt-ID-0065-6d4ec3,ID-0065,okta,elizabeth.nguyen,Elizabeth Nguyen,cortezkevin@example.com,human,Legal,Compliance Manager,ID-0005,active,active,2026-06-12T20:44:11.753005,7,False,True,2024-09-27T12:44:11.753005
acct-act-ID-0065-88c387,ID-0065,active_directory,elizabeth.nguyen,Elizabeth Nguyen,cortezkevin@example.com,human,Legal,Compliance Manager,ID-0005,active,active,2026-06-17T05:44:11.753005,3,True,True,2025-09-17T12:44:11.753005
acct-aws-ID-0066-91b8ab,ID-0066,aws_iam,sbyrd,Shelby Byrd,angela36@example.net,human,Marketing,Growth Engineer,ID-0049,active,active,2026-06-18T05:44:11.753005,2,True,False,2025-06-07T12:44:11.753005
acct-act-ID-0066-92662c,ID-0066,active_directory,shelby.byrd,Shelby Byrd,angela36@example.net,human,Marketing,Growth Engineer,ID-0049,active,active,2026-06-06T13:44:11.753005,13,True,False,2025-09-30T12:44:11.753005
acct-okt-ID-0066-101310,ID-0066,okta,shelby.byrd,Shelby Byrd,angela36@example.net,human,Marketing,Growth Engineer,ID-0049,active,active,2026-05-26T12:44:11.753005,25,True,False,2025-09-11T12:44:11.753005
acct-sal-ID-0066-b28fec,ID-0066,salesforce,shelby.byrd,Shelby Byrd,angela36@example.net,human,Marketing,Growth Engineer,ID-0049,active,active,2026-06-04T06:44:11.753005,16,False,False,2026-02-01T12:44:11.753005
acct-git-ID-0067-129e25,ID-0067,github,marthat81,Martha Torres,christinaturner@example.net,human,DevOps,SRE,ID-0011,active,active,2026-05-27T19:44:11.753005,23,True,False,2026-02-19T12:44:11.753005
acct-sal-ID-0067-d74b26,ID-0067,salesforce,martha.torres,Martha Torres,christinaturner@example.net,human,DevOps,SRE,ID-0011,active,active,2026-06-06T15:44:11.753005,13,True,False,2025-03-24T12:44:11.753005
acct-git-ID-0068-19bea4,ID-0068,github,marcor27,Marco Ramos,russellcarpenter@example.net,human,Product,VP Product,ID-0066,active,active,2026-06-09T00:44:11.753005,11,True,False,2026-03-18T12:44:11.753005
acct-aws-ID-0068-abff2a,ID-0068,aws_iam,mramos,Marco Ramos,russellcarpenter@example.net,human,Product,VP Product,ID-0066,active,active,2026-05-30T20:44:11.753005,20,True,False,2024-08-19T12:44:11.753005
acct-git-ID-0069-125c2e,ID-0069,github,genem89,Gene Miller,williamleon@example.net,human,DevOps,SRE,ID-0038,active,active,2026-06-04T06:44:11.753005,16,True,False,2024-07-24T12:44:11.753005
acct-okt-ID-0069-07b513,ID-0069,okta,gene.miller,Gene Miller,williamleon@example.net,human,DevOps,SRE,ID-0038,active,active,2026-05-25T18:44:11.753005,25,True,False,2025-07-04T12:44:11.753005
acct-aws-ID-0070-6264e4,ID-0070,aws_iam,lhernandez,Lindsay Hernandez,clarence34@example.org,human,Sales,VP Sales,ID-0062,active,active,2026-06-03T17:44:11.753005,16,True,False,2025-10-29T12:44:11.753005
acct-okt-ID-0070-187ee0,ID-0070,okta,lindsay.hernandez,Lindsay Hernandez,clarence34@example.org,human,Sales,VP Sales,ID-0062,active,active,2026-05-22T09:44:11.753005,29,True,False,2025-10-19T12:44:11.753005
acct-sal-ID-0070-397768,ID-0070,salesforce,lindsay.hernandez,Lindsay Hernandez,clarence34@example.org,human,Sales,VP Sales,ID-0062,active,active,2026-06-17T13:44:11.753005,2,True,False,2025-09-16T12:44:11.753005
acct-git-ID-0070-944bc5,ID-0070,github,lindsayh67,Lindsay Hernandez,clarence34@example.org,human,Sales,VP Sales,ID-0062,active,active,2026-05-25T23:44:11.753005,25,True,False,2025-03-19T12:44:11.753005
acct-okt-ID-0071-2ae3fd,ID-0071,okta,stanley.mercado,Stanley Mercado,sanchezthomas@example.org,human,DevOps,DevOps Engineer,ID-0031,active,active,2026-05-27T11:44:11.753005,24,False,False,2026-02-02T12:44:11.753005
acct-aws-ID-0071-6cee1a,ID-0071,aws_iam,smercado,Stanley Mercado,sanchezthomas@example.org,human,DevOps,DevOps Engineer,ID-0031,active,active,2026-05-27T16:44:11.753005,23,True,False,2025-02-01T12:44:11.753005
acct-sal-ID-0071-220495,ID-0071,salesforce,stanley.mercado,Stanley Mercado,sanchezthomas@example.org,human,DevOps,DevOps Engineer,ID-0031,active,active,2026-06-14T01:44:11.753005,6,True,False,2026-02-03T12:44:11.753005
acct-act-ID-0071-40d8a7,ID-0071,active_directory,stanley.mercado,Stanley Mercado,sanchezthomas@example.org,human,DevOps,DevOps Engineer,ID-0031,active,active,2026-06-14T10:44:11.753005,6,True,False,2025-10-22T12:44:11.753005
acct-okt-ID-0072-d3fa82,ID-0072,okta,john.douglas,John Douglas,jennifercruz@example.com,human,Legal,Compliance Manager,ID-0040,active,active,2026-06-15T14:44:11.753005,4,True,False,2025-09-14T12:44:11.753005
acct-act-ID-0072-ffdda1,ID-0072,active_directory,john.douglas,John Douglas,jennifercruz@example.com,human,Legal,Compliance Manager,ID-0040,active,active,2026-05-27T14:44:11.753005,23,True,False,2024-08-15T12:44:11.753005
acct-sal-ID-0073-abf63d,ID-0073,salesforce,kimberly.robinson,Kimberly Robinson,staffordmichelle@example.org,human,Finance,Financial Analyst,ID-0025,active,active,2026-06-20T07:44:11.753005,0,True,False,2026-03-18T12:44:11.753005
acct-git-ID-0073-9c4e82,ID-0073,github,kimberlyr56,Kimberly Robinson,staffordmichelle@example.org,human,Finance,Financial Analyst,ID-0025,active,active,2026-06-06T14:44:11.753005,13,True,False,2024-07-04T12:44:11.753005
acct-aws-ID-0073-2d9927,ID-0073,aws_iam,krobinson,Kimberly Robinson,staffordmichelle@example.org,human,Finance,Financial Analyst,ID-0025,active,active,2026-05-26T00:44:11.753005,25,True,False,2025-05-26T12:44:11.753005
acct-aws-ID-0074-8272af,ID-0074,aws_iam,ssolis,Stephen Solis,pwilliams@example.org,human,Sales,VP Sales,ID-0010,active,active,2026-06-07T11:44:11.753005,13,True,False,2025-12-28T12:44:11.753005
acct-okt-ID-0074-e8aebb,ID-0074,okta,stephen.solis,Stephen Solis,pwilliams@example.org,human,Sales,VP Sales,ID-0010,active,active,2026-06-14T14:44:11.753005,5,True,False,2025-01-08T12:44:11.753005
acct-act-ID-0074-acd8e2,ID-0074,active_directory,stephen.solis,Stephen Solis,pwilliams@example.org,human,Sales,VP Sales,ID-0010,active,active,2026-05-27T19:44:11.753005,23,True,False,2025-11-11T12:44:11.753005
acct-git-ID-0074-aab21a,ID-0074,github,stephens55,Stephen Solis,pwilliams@example.org,human,Sales,VP Sales,ID-0010,active,active,2026-06-20T02:44:11.753005,0,True,False,2025-04-23T12:44:11.753005
acct-git-ID-0075-4e9c2a,ID-0075,github,patricias20,Patricia Simmons,stephanie79@example.net,human,Legal,Compliance Manager,ID-0062,active,active,2026-05-27T09:44:11.753005,24,True,False,2026-04-18T12:44:11.753005
acct-sal-ID-0075-3547a6,ID-0075,salesforce,patricia.simmons,Patricia Simmons,stephanie79@example.net,human,Legal,Compliance Manager,ID-0062,active,active,2026-06-13T07:44:11.753005,7,False,False,2024-12-14T12:44:11.753005
acct-act-ID-0075-98d12e,ID-0075,active_directory,patricia.simmons,Patricia Simmons,stephanie79@example.net,human,Legal,Compliance Manager,ID-0062,active,active,2026-05-28T08:44:11.753005,23,False,False,2025-03-12T12:44:11.753005
acct-git-ID-0076-996698,ID-0076,github,shannonw40,Shannon Walton,vmerritt@example.com,human,Legal,Compliance Manager,ID-0044,terminated,active,2026-06-11T13:44:11.753005,8,True,False,2024-09-04T12:44:11.753005
acct-act-ID-0076-f64e63,ID-0076,active_directory,shannon.walton,Shannon Walton,vmerritt@example.com,human,Legal,Compliance Manager,ID-0044,terminated,active,2026-06-11T16:44:11.753005,8,True,False,2024-09-17T12:44:11.753005
acct-act-ID-0077-3799d4,ID-0077,active_directory,john.gonzales,John Gonzales,katie87@example.net,human,IT Operations,Help Desk,ID-0065,active,active,2026-06-08T16:44:11.753005,11,False,False,2025-09-08T12:44:11.753005
acct-aws-ID-0077-d01d82,ID-0077,aws_iam,jgonzales,John Gonzales,katie87@example.net,human,IT Operations,Help Desk,ID-0065,active,active,2026-05-22T15:44:11.753005,28,True,False,2024-08-17T12:44:11.753005
acct-git-ID-0077-23eef1,ID-0077,github,johng21,John Gonzales,katie87@example.net,human,IT Operations,Help Desk,ID-0065,active,active,2026-06-03T07:44:11.753005,17,True,False,2025-02-10T12:44:11.753005
acct-sal-ID-0077-cc3b98,ID-0077,salesforce,john.gonzales,John Gonzales,katie87@example.net,human,IT Operations,Help Desk,ID-0065,active,active,2026-05-31T22:44:11.753005,19,True,False,2024-11-20T12:44:11.753005
acct-okt-ID-0078-5b1289,ID-0078,okta,christopher.hernandez,Christopher Hernandez,jimmy55@example.net,human,Legal,Compliance Manager,ID-0041,active,active,2026-05-30T19:44:11.753005,20,True,False,2024-08-18T12:44:11.753005
acct-aws-ID-0078-8e3b75,ID-0078,aws_iam,chernandez,Christopher Hernandez,jimmy55@example.net,human,Legal,Compliance Manager,ID-0041,active,active,2026-06-01T16:44:11.753005,18,True,False,2025-10-26T12:44:11.753005
acct-sal-ID-0078-f2f9b0,ID-0078,salesforce,christopher.hernandez,Christopher Hernandez,jimmy55@example.net,human,Legal,Compliance Manager,ID-0041,active,active,2026-06-07T14:44:11.753005,12,True,False,2025-05-17T12:44:11.753005
acct-okt-ID-0079-a6eaca,ID-0079,okta,caleb.russell,Caleb Russell,tbenson@example.org,human,Security,Security Analyst,ID-0050,active,active,2026-06-16T10:44:11.753005,4,False,False,2026-03-03T12:44:11.753005
acct-aws-ID-0079-20ffcb,ID-0079,aws_iam,crussell,Caleb Russell,tbenson@example.org,human,Security,Security Analyst,ID-0050,active,active,2026-05-22T11:44:11.753005,29,True,False,2025-06-04T12:44:11.753005
